player_id,player_name,team,position,date,injury_risk_score,risk_category,model_version,model_accuracy,model_precision,model_recall,model_f1,model_note
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-10,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-11,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-12,22.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-13,39.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-14,37.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-15,33.5,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-16,2.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-17,1.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-18,32.5,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-19,61.7,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-20,5.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-21,16.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-22,40.3,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-23,1.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-24,11.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-25,18.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-26,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-27,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-28,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-29,11.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-04-30,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-01,2.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-02,26.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-03,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-04,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-05,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-06,28.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-07,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-08,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-09,11.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-10,19.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-11,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-12,67.0,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-13,54.8,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-14,1.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-15,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-16,25.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-17,20.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-18,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-19,19.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-20,7.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-21,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-22,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-23,10.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-24,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-25,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-26,26.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-27,44.3,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-28,8.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P008,Hector Bennett,Seattle Sound,Pitcher,2026-05-29,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-19,4.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-20,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-21,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-22,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-23,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-24,11.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-25,71.5,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-26,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-27,10.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-02-28,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-01,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-02,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-03,5.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-04,31.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-05,2.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-06,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-07,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-08,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-09,32.8,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-10,51.7,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-11,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-12,6.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-13,9.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-14,13.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-15,3.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-16,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-17,17.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-18,75.5,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-19,43.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-20,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-21,48.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-22,59.3,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-23,14.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-24,31.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-25,38.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-26,2.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-27,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-28,7.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-29,55.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-30,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-03-31,7.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-01,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-02,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-03,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-04,32.0,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-05,31.2,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-06,2.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-07,33.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-08,24.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-09,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-10,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-11,15.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-12,65.6,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-13,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-14,24.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-15,63.8,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-16,5.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-17,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-18,9.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-19,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-20,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-21,20.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-22,28.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-23,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-24,24.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-25,61.8,Elevated,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-26,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-27,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-28,43.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-29,14.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-04-30,2.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-01,9.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-02,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-03,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-04,8.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-05,11.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-06,46.1,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-07,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-08,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-09,12.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-10,13.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-11,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-12,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-13,23.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-14,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-15,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-16,53.7,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-17,19.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-18,36.4,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-19,14.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-20,19.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-21,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-22,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P009,Isaac Ellis,Brooklyn Bats,Pitcher,2026-05-23,11.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
