player_id,player_name,team,position,date,session_type,workload_score,workload_7d_avg,workload_28d_avg,acwr,throwing_volume,throwing_7d_avg,sprint_count,sprint_7d_avg,workload_spike_flag
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-11,Game,600.2,325.0,323.02,1.006,28,27.14,11,12.57,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-12,Rest Day,0.0,321.81,308.34,1.044,1,27.29,0,12.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-13,Practice,432.7,336.09,313.75,1.071,68,30.57,17,12.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-14,Game,452.4,332.67,319.53,1.041,28,31.14,30,14.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-15,Practice,224.3,332.01,315.72,1.052,48,33.29,20,14.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-16,Strength Training,156.6,338.83,309.6,1.094,12,34.43,3,14.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-17,Practice,319.3,312.21,309.96,1.007,38,31.86,21,14.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-18,Game,619.3,314.94,321.0,0.981,54,35.57,35,18.0,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-19,Rest Day,0.0,314.94,318.1,0.99,0,35.43,0,18.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-20,Recovery,22.8,256.39,317.96,0.806,12,27.43,4,16.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-21,Game,549.3,270.23,322.27,0.839,37,28.71,23,15.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-22,Practice,390.3,293.94,336.21,0.874,36,27.0,11,13.86,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-23,Practice,245.6,306.66,333.32,0.92,31,29.71,11,15.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-24,Game,498.7,332.29,332.56,0.999,55,32.14,32,16.57,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-25,Game,430.9,305.37,335.04,0.911,59,32.86,40,17.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-26,Rest Day,6.9,306.36,335.29,0.914,5,33.57,2,17.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-27,Practice,295.0,345.24,332.96,1.037,28,35.86,15,19.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-28,Game,517.7,340.73,332.85,1.024,42,36.57,23,19.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-29,Practice,274.5,324.19,330.6,0.981,32,36.0,17,20.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-30,Practice,271.2,327.84,326.43,1.004,31,36.0,15,20.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-03-31,Game,487.0,326.17,323.3,1.009,55,36.0,21,19.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-01,Game,636.7,355.57,325.22,1.093,58,35.86,29,17.43,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-02,Rest Day,0.0,354.59,324.42,1.093,0,35.14,0,17.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-03,Strength Training,305.3,356.06,323.44,1.101,8,32.29,14,17.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-04,Game,547.5,360.31,325.99,1.105,49,33.29,9,15.0,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-05,Practice,188.5,348.03,324.54,1.072,42,34.71,22,15.71,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-06,Travel Day,50.6,316.51,322.46,0.982,1,30.43,5,14.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-07,Game,572.9,328.79,324.86,1.012,11,24.14,21,14.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-08,Game,453.7,302.64,319.63,0.947,43,22.0,26,13.86,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-09,Rest Day,18.6,305.3,320.3,0.953,2,22.29,2,14.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-10,Practice,271.8,300.51,314.55,0.955,59,29.57,26,15.86,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-11,Game,539.6,299.39,317.66,0.942,52,30.0,39,20.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-12,Practice,320.4,318.23,321.1,0.991,32,28.57,22,20.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-13,Travel Day,0.0,311.0,315.5,0.986,7,29.43,5,20.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-14,Game,383.6,283.96,317.8,0.894,0,27.86,14,19.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-15,Game,627.9,308.84,318.11,0.971,39,27.29,13,17.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-16,Rest Day,0.0,306.19,318.11,0.963,4,27.57,2,17.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-17,Practice,286.3,308.26,327.52,0.941,32,23.71,17,16.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-18,Game,588.8,315.29,328.93,0.959,34,21.14,22,13.57,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-19,Practice,475.8,337.49,331.98,1.017,35,21.57,19,13.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-20,Practice,422.8,397.89,338.31,1.176,24,24.0,8,13.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-21,Game,577.7,425.61,341.13,1.248,35,29.0,21,14.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-22,Strength Training,282.1,376.21,335.82,1.12,11,25.0,5,13.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-23,Rest Day,39.8,381.9,336.99,1.133,0,24.43,0,13.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-24,Strength Training,357.5,392.07,339.22,1.156,18,22.43,3,11.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-25,Game,652.3,401.14,344.03,1.166,44,23.86,20,10.86,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-26,Practice,263.3,370.79,343.63,1.079,48,25.71,23,11.43,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-27,Travel Day,94.7,323.91,337.33,0.96,4,22.86,1,10.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-28,Game,542.5,318.89,339.31,0.94,42,23.86,33,12.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-29,Game,484.9,347.86,333.89,1.042,52,29.71,24,14.86,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-04-30,Practice,0.0,342.17,333.89,1.025,0,29.71,0,14.86,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-01,Practice,347.9,340.8,335.41,1.016,32,31.71,15,16.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-02,Game,520.75,322.01,334.46,0.963,52,32.86,18,16.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-03,Practice,280.8,324.51,337.75,0.961,52,33.43,15,15.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-04,Practice,435.0,373.12,351.48,1.062,29,37.0,17,17.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-05,Game,430.6,357.14,346.4,1.031,49,38.0,21,15.71,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-06,Game,548.9,366.28,349.8,1.047,61,39.29,19,15.0,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-07,Rest Day,70.3,376.32,351.64,1.07,0,39.29,2,15.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-08,Practice,278.8,366.45,351.89,1.041,22,37.86,19,15.86,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-09,Recovery,96.4,305.83,336.07,0.91,1,30.57,3,13.71,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-10,Practice,326.3,312.33,336.28,0.929,35,28.14,24,15.0,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-11,Travel Day,42.7,256.29,337.8,0.759,1,24.14,5,13.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-12,Game,542.9,272.33,343.49,0.793,39,22.71,28,14.29,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-13,Game,601.2,279.8,342.54,0.817,56,22.0,14,13.57,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-14,Rest Day,25.2,273.36,343.44,0.796,0,22.0,3,13.71,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-15,Practice,268.5,271.89,342.8,0.793,21,21.86,15,13.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-16,Game,571.2,339.71,342.17,0.993,38,27.14,17,15.14,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-17,Practice,406.7,351.2,339.71,1.034,27,26.0,26,15.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-18,Practice,293.5,387.03,335.09,1.155,31,30.29,19,17.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-19,Game,548.5,387.83,334.04,1.161,22,27.86,34,18.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-20,Game,428.7,363.19,339.28,1.07,40,25.57,27,20.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-21,Rest Day,0.0,359.59,337.86,1.064,1,25.71,3,20.14,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-22,Practice,279.2,361.11,335.06,1.078,41,28.57,30,22.29,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-23,Game,529.6,355.17,330.68,1.074,34,28.0,19,22.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-24,Practice,248.5,332.57,330.15,1.007,44,30.43,32,23.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-25,Travel Day,74.5,301.29,329.43,0.915,2,26.29,6,21.57,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-26,Game,519.5,297.14,328.61,0.904,50,30.29,33,21.43,True
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-27,Practice,354.4,286.53,323.95,0.884,39,30.14,8,18.71,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-28,Rest Day,63.3,295.57,326.21,0.906,1,30.14,1,18.43,False
P005,Eli Martinez,Brooklyn Bats,Third Base,2026-05-29,Practice,301.9,298.81,324.57,0.921,53,31.86,16,16.43,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-19,Rest Day,52.7,52.7,52.7,1.0,1,1.0,1,1.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-20,Practice,451.1,251.9,251.9,1.0,56,28.5,31,16.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-21,Game,524.5,342.77,342.77,1.0,66,41.0,21,17.67,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-22,Practice,337.4,341.42,341.42,1.0,36,39.75,15,17.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-23,Practice,277.9,328.72,328.72,1.0,28,37.4,35,20.6,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-24,Game,547.6,365.2,365.2,1.0,66,42.17,36,23.17,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-25,Game,511.6,386.11,386.11,1.0,61,44.86,18,22.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-26,Rest Day,0.0,378.59,337.85,1.121,2,45.0,1,22.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-27,Strength Training,283.8,354.69,331.84,1.069,9,38.29,0,18.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-02-28,Game,483.9,348.89,347.05,1.005,39,34.43,35,20.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-01,Practice,284.0,341.26,341.32,1.0,43,35.43,10,19.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-02,Practice,367.0,353.99,343.46,1.031,43,37.57,18,16.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-03,Game,455.4,340.81,352.07,0.968,60,36.71,18,14.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-04,Game,520.6,342.1,364.11,0.94,52,35.43,26,15.43,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-05,Rest Day,0.0,342.1,339.83,1.007,5,35.86,3,15.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-06,Practice,268.8,339.96,335.39,1.014,33,39.29,17,18.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-07,Game,526.0,345.97,346.61,0.998,57,41.86,32,17.71,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-08,Practice,309.3,349.59,344.53,1.015,42,41.71,26,20.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-09,Practice,440.1,360.03,349.56,1.03,47,42.29,20,20.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-10,Strength Training,206.5,324.47,342.41,0.948,9,35.0,4,18.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-11,Game,494.6,320.76,349.66,0.917,69,37.43,28,18.57,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-12,Rest Day,50.3,327.94,336.05,0.976,0,36.71,0,18.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-13,Practice,397.0,346.26,338.7,1.022,60,40.57,9,17.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-14,Game,597.0,356.4,349.46,1.02,37,37.71,25,16.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-15,Strength Training,297.6,354.73,347.39,1.021,6,32.57,2,12.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-16,Strength Training,201.7,320.67,341.78,0.938,12,27.57,5,10.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-17,Game,540.3,368.36,349.14,1.055,29,30.43,28,13.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-18,Game,424.4,358.33,351.82,1.019,44,26.86,22,13.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-19,Practice,126.5,369.21,354.46,1.042,2,27.14,0,13.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-20,Practice,393.0,368.64,352.39,1.046,39,24.14,16,14.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-21,Strength Training,247.2,318.67,342.48,0.93,20,21.71,10,11.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-22,Practice,331.6,323.53,342.28,0.945,22,24.0,18,14.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-23,Practice,441.4,357.77,348.11,1.028,63,31.29,12,15.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-24,Game,505.1,352.74,346.6,1.018,59,35.57,22,14.29,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-25,Practice,407.8,350.37,342.89,1.022,43,35.43,18,13.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-26,Rest Day,38.8,337.84,344.28,0.981,1,35.29,0,13.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-27,Recovery,107.7,297.09,337.99,0.879,0,29.71,3,11.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-28,Practice,565.7,342.59,340.91,1.005,45,33.29,26,14.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-29,Practice,281.4,335.41,340.81,0.984,46,36.71,27,15.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-30,Practice,276.2,311.81,337.57,0.924,28,31.71,15,15.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-03-31,Practice,427.0,300.66,336.56,0.893,16,25.57,15,14.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-01,Game,528.0,317.83,336.82,0.944,56,27.43,16,14.57,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-02,Rest Day,0.0,312.29,336.82,0.927,0,27.29,2,14.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-03,Practice,299.4,339.67,337.91,1.005,47,34.0,12,16.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-04,Game,482.1,327.73,336.35,0.974,41,33.43,14,14.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-05,Strength Training,163.5,310.89,331.14,0.939,7,27.86,10,12.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-06,Recovery,0.0,271.43,315.42,0.861,5,24.57,0,9.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-07,Game,506.5,282.79,326.14,0.867,45,28.71,29,11.86,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-08,Game,556.9,286.91,328.36,0.874,36,25.86,31,14.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-09,Rest Day,0.0,286.91,326.56,0.879,3,26.29,1,13.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-10,Practice,379.7,298.39,325.95,0.915,41,25.43,19,14.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-11,Game,543.7,307.19,324.04,0.948,70,29.57,22,16.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-12,Practice,264.5,321.61,322.86,0.996,44,34.86,12,16.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-13,Strength Training,241.3,356.09,324.28,1.098,2,34.43,10,17.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-14,Game,529.4,359.36,323.89,1.11,46,34.57,25,17.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-15,Game,596.1,364.96,330.02,1.106,48,36.29,12,14.43,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-16,Rest Day,137.6,384.61,330.41,1.164,0,35.86,2,14.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-17,Practice,228.8,363.06,324.55,1.119,22,33.14,25,15.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-18,Game,530.4,361.16,334.66,1.079,45,29.57,25,15.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-19,Practice,344.0,372.51,335.11,1.112,13,25.14,23,17.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-20,Recovery,121.4,355.39,323.68,1.098,1,25.0,6,16.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-21,Game,561.1,359.91,325.68,1.105,37,23.71,24,16.71,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-22,Game,530.5,350.54,330.06,1.062,51,24.14,36,20.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-23,Rest Day,70.6,340.97,331.2,1.029,1,24.29,0,19.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-24,Practice,382.7,362.96,341.02,1.064,16,23.43,18,18.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-25,Game,546.5,365.26,340.33,1.073,20,19.86,33,20.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-26,Recovery,43.6,322.34,331.84,0.971,7,19.0,3,17.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-27,Practice,381.4,359.49,335.6,1.071,53,26.43,6,17.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-28,Practice,289.4,320.67,330.68,0.97,39,26.71,26,17.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-29,Game,585.2,328.49,332.72,0.987,60,28.0,26,16.0,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-04-30,Rest Day,0.0,318.4,332.72,0.957,1,28.0,0,16.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-01,Practice,335.8,311.7,334.02,0.933,20,28.57,30,17.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-02,Practice,332.9,281.19,328.7,0.855,8,26.86,25,16.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-03,Practice,290.2,316.41,333.22,0.95,46,32.43,16,18.43,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-04,Practice,237.9,295.91,341.72,0.866,51,32.14,12,19.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-05,Practice,322.4,300.63,335.14,0.897,52,34.0,8,16.71,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-06,Practice,273.6,256.11,325.03,0.788,61,34.14,19,15.71,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-07,Rest Day,40.1,261.84,326.46,0.802,4,34.57,1,15.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-08,Strength Training,257.7,250.69,322.1,0.778,15,33.86,7,12.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-09,Game,502.7,274.94,320.64,0.857,37,38.0,26,12.71,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-10,Practice,284.7,274.16,321.36,0.853,48,38.29,20,13.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-11,Practice,313.0,284.89,323.92,0.88,33,35.71,10,13.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-12,Game,433.3,300.73,320.49,0.938,58,36.57,31,16.29,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-13,Practice,227.1,294.09,307.31,0.957,51,35.14,14,15.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-14,Rest Day,32.8,293.04,303.56,0.965,3,35.0,0,15.43,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-15,Practice,369.5,309.01,308.59,1.001,46,39.43,23,17.71,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-16,Game,520.6,311.57,308.24,1.011,44,40.43,27,17.86,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-17,Practice,293.1,312.77,306.42,1.021,41,39.43,22,18.14,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-18,Travel Day,94.6,281.57,305.46,0.922,7,35.71,2,17.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-19,Game,446.7,283.49,301.38,0.941,51,34.71,28,16.57,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-20,Game,452.6,315.7,298.6,1.057,48,34.29,24,18.0,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-21,Rest Day,13.5,312.94,296.56,1.055,3,34.29,2,18.29,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-22,Practice,248.3,295.63,291.76,1.013,28,31.71,27,18.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-23,Game,549.2,299.71,291.85,1.027,42,31.43,36,20.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-24,Practice,256.6,294.5,299.46,0.983,0,25.57,18,19.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-25,Travel Day,128.1,299.29,290.41,1.031,6,25.43,2,19.57,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-26,Game,546.2,313.5,299.59,1.046,58,26.43,27,19.43,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-27,Practice,410.6,307.5,293.35,1.048,67,29.14,15,18.14,True
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-28,Rest Day,0.0,305.57,293.35,1.042,4,29.29,0,17.86,False
P006,Felix Patel,Chicago Lakes,Right Field,2026-05-29,Strength Training,329.0,317.1,293.11,1.082,0,25.29,10,15.43,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-19,Rest Day,44.0,44.0,44.0,1.0,2,2.0,2,2.0,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-20,Recovery,284.7,164.35,164.35,1.0,4,3.0,6,4.0,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-21,Practice,419.5,249.4,249.4,1.0,42,16.0,25,11.0,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-22,Practice,221.0,242.3,242.3,1.0,42,22.5,17,12.5,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-23,Practice,259.7,245.78,245.78,1.0,26,23.2,21,14.2,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-24,Game,588.7,302.93,302.93,1.0,59,29.17,26,16.17,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-25,Game,552.5,338.59,338.59,1.0,36,30.14,19,16.57,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-26,Rest Day,146.7,353.26,314.6,1.123,1,30.0,2,16.57,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-27,Practice,340.7,361.26,317.5,1.138,57,37.57,20,18.57,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-02-28,Practice,242.4,335.96,309.99,1.084,64,40.71,23,18.29,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-01,Practice,306.0,348.1,309.63,1.124,21,37.71,19,18.57,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-02,Travel Day,132.9,329.99,294.9,1.119,0,34.0,4,16.14,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-03,Practice,231.5,278.96,290.02,0.962,29,29.71,18,15.0,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-04,Game,607.8,286.86,312.72,0.917,30,28.86,19,15.0,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-05,Rest Day,149.7,287.29,301.85,0.952,2,29.0,0,14.71,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-06,Practice,323.4,284.81,303.2,0.939,42,26.86,8,13.0,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-07,Practice,306.5,293.97,303.39,0.969,61,26.43,21,12.71,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-08,Practice,248.5,285.76,300.34,0.951,50,30.57,21,13.0,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-09,Strength Training,189.6,293.86,294.52,0.998,23,33.86,5,13.14,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-10,Game,464.0,327.07,302.99,1.079,63,38.71,21,13.57,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-11,Game,623.4,329.3,318.25,1.035,44,40.71,18,13.43,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-12,Rest Day,0.0,307.91,303.78,1.014,4,41.0,0,13.43,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-13,Practice,410.4,320.34,308.42,1.039,33,39.71,18,14.86,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-14,Strength Training,249.7,312.23,305.97,1.02,10,32.43,0,11.86,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-15,Practice,373.3,330.06,308.66,1.069,16,27.57,15,11.0,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-16,Practice,272.4,341.89,307.27,1.113,41,30.14,10,11.71,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-17,Game,467.0,342.31,313.19,1.093,45,27.57,16,11.0,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-18,Game,588.3,337.3,323.01,1.044,30,25.57,14,10.43,True
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-19,Rest Day,0.0,337.3,321.44,1.049,0,25.0,2,10.71,False
P007,Grant Turner,Dallas Ropers,Right Field,2026-03-20,Recovery,136.8,298.21,316.16,0.943,0,20.29,7,9.14,False
